text,template,medium_word,content_word,style_word,seed
a painting of a dog in the Martiros Saryan style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,dog,Martiros Saryan,840
a painting of a dog in the Nicholas Roerich style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,dog,Nicholas Roerich,841
a painting of a dog in the Pablo Picasso style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,dog,Pablo Picasso,842
a painting of a dog in the Paul Cezanne style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,dog,Paul Cezanne,843
a painting of a dog in the Pierre Auguste Renoir style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,dog,Pierre Auguste Renoir,844
a painting of a dog in the Pyotr Konchalovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,dog,Pyotr Konchalovsky,845
a painting of a dog in the Raphael Kirchner style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,dog,Raphael Kirchner,846
a painting of a dog in the Rembrandt style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,dog,Rembrandt,847
a painting of a dog in the Salvador Dali style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,dog,Salvador Dali,848
a painting of a dog in the Vincent van Gogh style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,dog,Vincent van Gogh,849
a painting of a horse in the Abstract Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Abstract Expressionism,850
a painting of a horse in the Action painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Action painting,851
a painting of a horse in the Analytical Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Analytical Cubism,852
a painting of a horse in the Art Nouveau style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Art Nouveau,853
a painting of a horse in the Baroque style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Baroque,854
a painting of a horse in the Color Field Painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Color Field Painting,855
a painting of a horse in the Contemporary Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Contemporary Realism,856
a painting of a horse in the Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Cubism,857
a painting of a horse in the Early Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Early Renaissance,858
a painting of a horse in the Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Expressionism,859
a painting of a horse in the Fauvism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Fauvism,860
a painting of a horse in the High Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,High Renaissance,861
a painting of a horse in the Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Impressionism,862
a painting of a horse in the Mannerism Late Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Mannerism Late Renaissance,863
a painting of a horse in the Minimalism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Minimalism,864
a painting of a horse in the Naive Art Primitivism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Naive Art Primitivism,865
a painting of a horse in the New Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,New Realism,866
a painting of a horse in the Northern Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Northern Renaissance,867
a painting of a horse in the Pointillism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Pointillism,868
a painting of a horse in the Pop Art style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Pop Art,869
a painting of a horse in the Post Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Post Impressionism,870
a painting of a horse in the Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Realism,871
a painting of a horse in the Rococo style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Rococo,872
a painting of a horse in the Romanticism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Romanticism,873
a painting of a horse in the Symbolism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Symbolism,874
a painting of a horse in the Synthetic Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Synthetic Cubism,875
a painting of a horse in the Ukiyo e style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Ukiyo e,876
a painting of a horse in the Albrecht Durer style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Albrecht Durer,877
a painting of a horse in the Boris Kustodiev style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Boris Kustodiev,878
a painting of a horse in the Camille Pissarro style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Camille Pissarro,879
a painting of a horse in the Childe Hassam style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Childe Hassam,880
a painting of a horse in the Claude Monet style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Claude Monet,881
a painting of a horse in the Edgar Degas style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Edgar Degas,882
a painting of a horse in the Eugene Boudin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Eugene Boudin,883
a painting of a horse in the Gustave Dore style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Gustave Dore,884
a painting of a horse in the Ilya Repin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Ilya Repin,885
a painting of a horse in the Ivan Aivazovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Ivan Aivazovsky,886
a painting of a horse in the Ivan Shishkin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Ivan Shishkin,887
a painting of a horse in the John Singer Sargent style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,John Singer Sargent,888
a painting of a horse in the Marc Chagall style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Marc Chagall,889
a painting of a horse in the Martiros Saryan style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Martiros Saryan,890
a painting of a horse in the Nicholas Roerich style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Nicholas Roerich,891
a painting of a horse in the Pablo Picasso style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Pablo Picasso,892
a painting of a horse in the Paul Cezanne style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Paul Cezanne,893
a painting of a horse in the Pierre Auguste Renoir style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Pierre Auguste Renoir,894
a painting of a horse in the Pyotr Konchalovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Pyotr Konchalovsky,895
a painting of a horse in the Raphael Kirchner style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Raphael Kirchner,896
a painting of a horse in the Rembrandt style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Rembrandt,897
a painting of a horse in the Salvador Dali style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Salvador Dali,898
a painting of a horse in the Vincent van Gogh style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,horse,Vincent van Gogh,899
a painting of a sheep in the Abstract Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Abstract Expressionism,900
a painting of a sheep in the Action painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Action painting,901
a painting of a sheep in the Analytical Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Analytical Cubism,902
a painting of a sheep in the Art Nouveau style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Art Nouveau,903
a painting of a sheep in the Baroque style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Baroque,904
a painting of a sheep in the Color Field Painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Color Field Painting,905
a painting of a sheep in the Contemporary Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Contemporary Realism,906
a painting of a sheep in the Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Cubism,907
a painting of a sheep in the Early Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Early Renaissance,908
a painting of a sheep in the Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Expressionism,909
a painting of a sheep in the Fauvism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Fauvism,910
a painting of a sheep in the High Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,High Renaissance,911
a painting of a sheep in the Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Impressionism,912
a painting of a sheep in the Mannerism Late Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Mannerism Late Renaissance,913
a painting of a sheep in the Minimalism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Minimalism,914
a painting of a sheep in the Naive Art Primitivism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Naive Art Primitivism,915
a painting of a sheep in the New Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,New Realism,916
a painting of a sheep in the Northern Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Northern Renaissance,917
a painting of a sheep in the Pointillism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Pointillism,918
a painting of a sheep in the Pop Art style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Pop Art,919
a painting of a sheep in the Post Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Post Impressionism,920
a painting of a sheep in the Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Realism,921
a painting of a sheep in the Rococo style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Rococo,922
a painting of a sheep in the Romanticism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Romanticism,923
a painting of a sheep in the Symbolism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Symbolism,924
a painting of a sheep in the Synthetic Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Synthetic Cubism,925
a painting of a sheep in the Ukiyo e style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Ukiyo e,926
a painting of a sheep in the Albrecht Durer style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Albrecht Durer,927
a painting of a sheep in the Boris Kustodiev style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Boris Kustodiev,928
a painting of a sheep in the Camille Pissarro style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Camille Pissarro,929
a painting of a sheep in the Childe Hassam style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Childe Hassam,930
a painting of a sheep in the Claude Monet style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Claude Monet,931
a painting of a sheep in the Edgar Degas style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Edgar Degas,932
a painting of a sheep in the Eugene Boudin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Eugene Boudin,933
a painting of a sheep in the Gustave Dore style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Gustave Dore,934
a painting of a sheep in the Ilya Repin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Ilya Repin,935
a painting of a sheep in the Ivan Aivazovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Ivan Aivazovsky,936
a painting of a sheep in the Ivan Shishkin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Ivan Shishkin,937
a painting of a sheep in the John Singer Sargent style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,John Singer Sargent,938
a painting of a sheep in the Marc Chagall style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Marc Chagall,939
a painting of a sheep in the Martiros Saryan style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Martiros Saryan,940
a painting of a sheep in the Nicholas Roerich style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Nicholas Roerich,941
a painting of a sheep in the Pablo Picasso style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Pablo Picasso,942
a painting of a sheep in the Paul Cezanne style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Paul Cezanne,943
a painting of a sheep in the Pierre Auguste Renoir style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Pierre Auguste Renoir,944
a painting of a sheep in the Pyotr Konchalovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Pyotr Konchalovsky,945
a painting of a sheep in the Raphael Kirchner style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Raphael Kirchner,946
a painting of a sheep in the Rembrandt style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Rembrandt,947
a painting of a sheep in the Salvador Dali style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Salvador Dali,948
a painting of a sheep in the Vincent van Gogh style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,sheep,Vincent van Gogh,949
a painting of a cow in the Abstract Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Abstract Expressionism,950
a painting of a cow in the Action painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Action painting,951
a painting of a cow in the Analytical Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Analytical Cubism,952
a painting of a cow in the Art Nouveau style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Art Nouveau,953
a painting of a cow in the Baroque style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Baroque,954
a painting of a cow in the Color Field Painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Color Field Painting,955
a painting of a cow in the Contemporary Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Contemporary Realism,956
a painting of a cow in the Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Cubism,957
a painting of a cow in the Early Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Early Renaissance,958
a painting of a cow in the Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Expressionism,959
a painting of a cow in the Fauvism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Fauvism,960
a painting of a cow in the High Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,High Renaissance,961
a painting of a cow in the Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Impressionism,962
a painting of a cow in the Mannerism Late Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Mannerism Late Renaissance,963
a painting of a cow in the Minimalism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Minimalism,964
a painting of a cow in the Naive Art Primitivism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Naive Art Primitivism,965
a painting of a cow in the New Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,New Realism,966
a painting of a cow in the Northern Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Northern Renaissance,967
a painting of a cow in the Pointillism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Pointillism,968
a painting of a cow in the Pop Art style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Pop Art,969
a painting of a cow in the Post Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Post Impressionism,970
a painting of a cow in the Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Realism,971
a painting of a cow in the Rococo style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Rococo,972
a painting of a cow in the Romanticism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Romanticism,973
a painting of a cow in the Symbolism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Symbolism,974
a painting of a cow in the Synthetic Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Synthetic Cubism,975
a painting of a cow in the Ukiyo e style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Ukiyo e,976
a painting of a cow in the Albrecht Durer style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Albrecht Durer,977
a painting of a cow in the Boris Kustodiev style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Boris Kustodiev,978
a painting of a cow in the Camille Pissarro style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Camille Pissarro,979
a painting of a cow in the Childe Hassam style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Childe Hassam,980
a painting of a cow in the Claude Monet style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Claude Monet,981
a painting of a cow in the Edgar Degas style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Edgar Degas,982
a painting of a cow in the Eugene Boudin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Eugene Boudin,983
a painting of a cow in the Gustave Dore style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Gustave Dore,984
a painting of a cow in the Ilya Repin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Ilya Repin,985
a painting of a cow in the Ivan Aivazovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Ivan Aivazovsky,986
a painting of a cow in the Ivan Shishkin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Ivan Shishkin,987
a painting of a cow in the John Singer Sargent style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,John Singer Sargent,988
a painting of a cow in the Marc Chagall style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Marc Chagall,989
a painting of a cow in the Martiros Saryan style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Martiros Saryan,990
a painting of a cow in the Nicholas Roerich style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Nicholas Roerich,991
a painting of a cow in the Pablo Picasso style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Pablo Picasso,992
a painting of a cow in the Paul Cezanne style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Paul Cezanne,993
a painting of a cow in the Pierre Auguste Renoir style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Pierre Auguste Renoir,994
a painting of a cow in the Pyotr Konchalovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Pyotr Konchalovsky,995
a painting of a cow in the Raphael Kirchner style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Raphael Kirchner,996
a painting of a cow in the Rembrandt style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Rembrandt,997
a painting of a cow in the Salvador Dali style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Salvador Dali,998
a painting of a cow in the Vincent van Gogh style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,cow,Vincent van Gogh,999
a painting of a elephant in the Abstract Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Abstract Expressionism,1000
a painting of a elephant in the Action painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Action painting,1001
a painting of a elephant in the Analytical Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Analytical Cubism,1002
a painting of a elephant in the Art Nouveau style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Art Nouveau,1003
a painting of a elephant in the Baroque style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Baroque,1004
a painting of a elephant in the Color Field Painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Color Field Painting,1005
a painting of a elephant in the Contemporary Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Contemporary Realism,1006
a painting of a elephant in the Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Cubism,1007
a painting of a elephant in the Early Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Early Renaissance,1008
a painting of a elephant in the Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Expressionism,1009
a painting of a elephant in the Fauvism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Fauvism,1010
a painting of a elephant in the High Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,High Renaissance,1011
a painting of a elephant in the Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Impressionism,1012
a painting of a elephant in the Mannerism Late Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Mannerism Late Renaissance,1013
a painting of a elephant in the Minimalism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Minimalism,1014
a painting of a elephant in the Naive Art Primitivism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Naive Art Primitivism,1015
a painting of a elephant in the New Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,New Realism,1016
a painting of a elephant in the Northern Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Northern Renaissance,1017
a painting of a elephant in the Pointillism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Pointillism,1018
a painting of a elephant in the Pop Art style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Pop Art,1019
a painting of a elephant in the Post Impressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Post Impressionism,1020
a painting of a elephant in the Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Realism,1021
a painting of a elephant in the Rococo style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Rococo,1022
a painting of a elephant in the Romanticism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Romanticism,1023
a painting of a elephant in the Symbolism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Symbolism,1024
a painting of a elephant in the Synthetic Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Synthetic Cubism,1025
a painting of a elephant in the Ukiyo e style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Ukiyo e,1026
a painting of a elephant in the Albrecht Durer style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Albrecht Durer,1027
a painting of a elephant in the Boris Kustodiev style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Boris Kustodiev,1028
a painting of a elephant in the Camille Pissarro style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Camille Pissarro,1029
a painting of a elephant in the Childe Hassam style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Childe Hassam,1030
a painting of a elephant in the Claude Monet style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Claude Monet,1031
a painting of a elephant in the Edgar Degas style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Edgar Degas,1032
a painting of a elephant in the Eugene Boudin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Eugene Boudin,1033
a painting of a elephant in the Gustave Dore style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Gustave Dore,1034
a painting of a elephant in the Ilya Repin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Ilya Repin,1035
a painting of a elephant in the Ivan Aivazovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Ivan Aivazovsky,1036
a painting of a elephant in the Ivan Shishkin style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Ivan Shishkin,1037
a painting of a elephant in the John Singer Sargent style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,John Singer Sargent,1038
a painting of a elephant in the Marc Chagall style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Marc Chagall,1039
a painting of a elephant in the Martiros Saryan style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Martiros Saryan,1040
a painting of a elephant in the Nicholas Roerich style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Nicholas Roerich,1041
a painting of a elephant in the Pablo Picasso style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Pablo Picasso,1042
a painting of a elephant in the Paul Cezanne style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Paul Cezanne,1043
a painting of a elephant in the Pierre Auguste Renoir style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Pierre Auguste Renoir,1044
a painting of a elephant in the Pyotr Konchalovsky style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Pyotr Konchalovsky,1045
a painting of a elephant in the Raphael Kirchner style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Raphael Kirchner,1046
a painting of a elephant in the Rembrandt style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Rembrandt,1047
a painting of a elephant in the Salvador Dali style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Salvador Dali,1048
a painting of a elephant in the Vincent van Gogh style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,elephant,Vincent van Gogh,1049
a painting of a bear in the Abstract Expressionism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Abstract Expressionism,1050
a painting of a bear in the Action painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Action painting,1051
a painting of a bear in the Analytical Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Analytical Cubism,1052
a painting of a bear in the Art Nouveau style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Art Nouveau,1053
a painting of a bear in the Baroque style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Baroque,1054
a painting of a bear in the Color Field Painting style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Color Field Painting,1055
a painting of a bear in the Contemporary Realism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Contemporary Realism,1056
a painting of a bear in the Cubism style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Cubism,1057
a painting of a bear in the Early Renaissance style,a <MEDIUM> of a <CONTENT> in the <STYLE> style,painting,bear,Early Renaissance,1058
